customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2697-27601,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.16,5937.12,Yes
5333-25129,Female,1,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.75,1258.75,No
2753-82512,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.92,2769.36,Yes
3546-45697,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.33,3137.16,Yes
5616-89276,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,40.46,728.28,Yes
4450-54942,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),81.14,2839.9,No
4335-93130,Male,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),103.11,1237.32,Yes
5325-76244,Male,0,No,No,51,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,66.73,3403.23,No
9004-42914,Male,1,Yes,Yes,10,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.67,346.7,Yes
1832-22097,Female,0,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),50.62,2632.24,No
7939-46265,Male,0,Yes,No,34,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),118.14,4016.76,No
1722-10464,Male,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.11,2084.37,No
6464-27146,Male,0,No,No,39,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),36.07,1406.73,No
5291-31178,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,119.02,952.16,Yes
8239-82309,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,108.21,3138.09,No
8007-83519,Male,0,No,No,22,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.71,1995.62,No
1158-24663,Female,0,Yes,No,70,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,35.1,2457.0,Yes
2232-29536,Male,0,Yes,Yes,61,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,44.05,2687.05,No
9938-14722,Male,0,No,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),38.02,1634.86,No
7049-86350,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),83.1,4071.9,No
3426-66333,Male,0,No,Yes,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.89,1736.81,No
3088-15482,Male,1,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.78,768.18,No
6050-57795,Female,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,49.13,2603.89,No
1653-56898,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.07,3606.38,No
4441-99399,Female,0,No,No,38,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,99.6,3784.8,No
5088-97416,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.3,4805.1,No
2684-56357,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),28.55,114.2,No
7658-91351,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,108.28,216.56,No
3532-41029,Female,1,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),73.45,881.4,No
3662-33206,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),69.46,2431.1,No
7755-13248,Male,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),113.41,7938.7,No
3938-53540,Female,0,Yes,Yes,21,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,20.88,438.48,No
7745-97806,Male,1,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),75.59,4610.99,No
5065-44970,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.12,3469.2,No
3608-24168,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.37,1265.76,No
7267-15075,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),55.72,835.8,No
8711-39154,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,117.75,8360.25,No
4269-70332,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),41.18,617.7,No
6728-50001,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),73.12,438.72,No
4728-39219,Male,0,No,No,68,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),94.61,6433.48,No
1387-96511,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.04,1298.88,No
4164-62227,Male,0,No,Yes,32,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,60.79,1945.28,No
6378-46517,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,26.33,579.26,No
2137-46585,Female,0,No,Yes,27,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,39.01,1053.27,Yes
6753-94080,Male,1,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,108.06,1620.9,Yes
9346-62386,Female,1,Yes,Yes,44,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,101.83,4480.52,No
9785-53404,Male,0,No,No,9,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),50.46,454.14,No
1452-25118,Male,1,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),58.17,1977.78,No
5279-33405,Male,0,Yes,Yes,15,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),64.04,960.6,No
5349-15014,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,54.59,3384.58,Yes
2776-88193,Female,0,No,No,45,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.39,3842.55,No
8119-55309,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),21.28,1234.24,No
6139-67199,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),108.02,2052.38,No
9379-25157,Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,50.06,800.96,No
7311-85574,Female,0,No,Yes,8,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),107.24,857.92,No
4114-43386,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,65.44,2159.52,Yes
1727-67154,Male,0,No,No,18,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,97.63,1757.34,No
1027-78146,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.58,3590.3,No
9821-97900,Female,0,Yes,Yes,43,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.13,2155.59,No
4228-57739,Female,0,No,No,50,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),84.03,4201.5,No
8066-19171,Female,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.74,242.22,No
6409-91678,Female,1,Yes,No,59,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.6,3988.4,No
6143-96951,Female,0,Yes,Yes,28,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.96,1874.88,Yes
3041-49363,Female,1,No,No,46,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.52,2323.92,No
9308-50538,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,51.02,3265.28,No
7691-52753,Male,1,Yes,No,70,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.82,5237.4,No
7592-48752,Female,0,Yes,No,47,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),23.23,1091.81,No
3085-35144,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,113.37,1587.18,No
7888-97153,Male,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.0,595.0,No
7211-98777,Female,0,Yes,Yes,31,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),64.34,1994.54,No
3851-90676,Male,0,No,No,51,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),26.18,1335.18,No
5930-63225,Male,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),83.0,2407.0,No
9977-10053,Female,0,Yes,No,15,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21.77,326.55,No
5978-47606,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.99,2199.75,No
4443-66346,Male,0,Yes,Yes,61,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),27.25,1662.25,No
6279-70946,Male,1,Yes,Yes,41,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.61,3510.01,No
8238-67954,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),60.59,4180.71,No
4501-77000,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.26,345.04,No
8752-32241,Male,0,No,No,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),33.85,1929.45,No
2389-47196,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),31.74,983.94,No
9445-97012,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,44.74,134.22,Yes
6491-22240,Male,1,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.15,4097.05,No
4848-98184,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),45.3,2265.0,No
6085-39444,Male,0,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.2,479.4,No
4262-29313,Female,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,52.5,3150.0,Yes
1400-16057,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),90.58,5978.28,No
5011-72277,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.31,1879.44,No
2193-69692,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,116.33,3722.56,No
7790-92544,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.59,1208.21,No
4185-60328,Male,0,Yes,No,66,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.28,3516.48,Yes
9099-62383,Male,0,No,No,60,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),89.37,5362.2,No
4997-29342,Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),61.2,4039.2,No
1090-23970,Female,1,No,Yes,15,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.83,1227.45,No
7965-38683,Female,0,Yes,No,35,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,114.63,4012.05,No
3881-77889,Female,0,Yes,Yes,69,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.92,4824.48,Yes
8611-16582,Male,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,69.82,1885.14,Yes
5082-25906,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,97.52,682.64,Yes
8478-27477,Female,0,Yes,No,6,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.61,573.66,No
8612-97500,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),71.62,2363.46,No
9702-83259,Female,1,No,No,58,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,26.47,1535.26,No
6198-68008,Female,0,No,No,49,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,118.08,5785.92,Yes
9270-65933,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,57.73,981.41,Yes
9976-68446,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,51.67,2170.14,No
3607-72216,Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,118.15,4726.0,Yes
8373-43972,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),107.21,4931.66,No
5050-93579,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.02,3764.42,Yes
5543-78327,Female,0,No,Yes,70,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,50.83,3558.1,No
8939-92149,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.1,6262.8,No
4919-45992,Female,1,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),53.43,53.43,No
8206-20155,Female,1,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,45.14,2347.28,No
5681-40735,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),117.97,4128.95,No
5451-54020,Female,1,No,Yes,69,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,76.57,5283.33,No
6238-80798,Male,0,Yes,Yes,5,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),96.25,481.25,No
2320-28136,Male,1,No,No,17,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.31,1552.27,No
3471-40311,Male,0,Yes,Yes,53,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),95.55,5064.15,No
7275-30028,Male,1,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.34,5737.68,No
4505-18418,Female,1,No,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.08,981.12,No
7797-63424,Male,0,No,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,95.34,2764.86,Yes
6421-81121,Male,1,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,99.68,797.44,No
8633-64496,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,114.64,114.64,Yes
2020-37110,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),91.31,2647.99,No
7883-61049,Female,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,109.26,3933.36,No
1320-85456,Female,0,Yes,No,51,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),29.5,1504.5,No
7232-72518,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,32.61,1206.57,No
1096-56105,Male,0,No,No,69,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,35.83,2472.27,No
5892-61116,Male,1,No,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),34.48,1827.44,Yes
7865-80545,Female,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.75,1495.0,No
9947-89069,Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,32.26,387.12,Yes
4613-73993,Male,1,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,119.59,6218.68,Yes
4595-45774,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,47.22,47.22,Yes
8140-73654,Female,1,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,67.8,474.6,Yes
1475-60968,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,102.16,1736.72,No
6507-97670,Male,1,Yes,No,43,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,31.83,1368.69,No
7624-31632,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,51.74,3673.54,No
8657-26728,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),35.93,610.81,No
9751-13534,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),26.26,1549.34,No
7455-87580,Female,0,Yes,No,3,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),116.08,348.24,No
1444-21003,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,105.84,3069.36,No
8022-27786,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,107.93,2374.46,No
8564-33819,Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.87,4061.06,No
1823-44099,Male,0,Yes,No,54,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),35.46,1914.84,Yes
7211-52906,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.5,4925.0,No
4467-69598,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),92.79,6402.51,No
6355-54236,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.54,3376.2,No
7211-46471,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),41.93,964.39,Yes
7906-43065,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,61.4,2885.8,Yes
